path,repo,sha256,inventory_scope,status,labels
scripts/fixtures/maintenance-review/maintenance-review/candidate-manifest.yaml,.,7f917084f12b2d00b4249fd648668572b97b0cbdfdf774811da4b25fbc0b7fd5,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/candidate.bin,.,d6bf78f58d2cf0e24528bfb7806bdf255124ed5f1b2973b5bf5fbc6aac5753dc,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-approved.md,.,1e50b42b9b87cff22ada5e57529a35b7f4d9297034dd50bc36de81a3b4b17bb4,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-invalid-task.yaml,.,f025d5e0a24ea9b8038b1e4fcd9aef9995a194a6beafff7378599f20743c6ca1,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-negative-record.yaml,.,fe2625fede024850b7f37883454819c3504b645f8e320fba49fb45803fc945de,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-open-finding.yaml,.,8369d820cef8878785dbba3bcacf87bf2194ab9ebe5d4d8adfc96bd7aa277770,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-record.yaml,.,5ac23bec3123bb78e765ffb5b375523d2bd6497065bab60daab71581ac3aa19d,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-same-actor.yaml,.,4c8e993f979129144230a10bce4f3e2cdf7810e151dbe0b950d18424c9e1860e,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/formal-review-wrong-digest.yaml,.,5a2ef99abacbda04307b302776cf8ae5e4927522754c3e5bc855934c03da0c22,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/task-package-invalid.yaml,.,25ef3f590c9557289a58afd669e589931f4910eebd9c887156a36fd702f669c2,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/task-package-negative.yaml,.,00b1b7d2797dec1447e7ce8ac326361b3889503a3dd04a206b32c45c23ed5d01,active,static-only,
scripts/fixtures/maintenance-review/maintenance-review/task-package.yaml,.,3c3bc6cd9ca500b4485738f966942b27b7625d253d846e1c286ddfa3fc5d9e1a,active,static-only,
